property_id,location,latitude,longitude,builder_name,property_type,furnishing,listing_type,sqft,bedrooms,bathrooms,balconies,parking,floor,total_floors,age,amenities_count,distance_metro,distance_school,distance_hospital,distance_cbd,connectivity_score,safety_score,school_score,price,demand_score,liquidity_score,roi,market_trend,listing_date
BLR-11818,Malleswaram,12.989253,77.559725,Puravankara,Villa,Unfurnished,Resale,2795,3,3,3,1,1,4,1,7,2.29,1.44,4.07,4.26,8.4,7,10,61784827,78,43,7.95,0.0833,2021-09-09
BLR-11819,Hennur,13.059333,77.638938,Godrej Properties,Apartment,Unfurnished,New Launch,2075,4,3,2,0,8,25,19,8,1.5,4.71,3.71,10.87,7.8,7,10,14922532,53,92,13.08,0.1564,2020-01-31
BLR-11820,Kanakapura Road,12.879116,77.563212,Assetz Property Group,Apartment,Semi-furnished,Resale,1237,3,3,2,0,17,17,0,19,6.89,3.02,6.54,10.83,5.6,7,7,13738537,32,82,16.45,0.1652,2021-11-30
BLR-11821,KR Puram,13.01864,77.698265,Shriram Properties,Apartment,Fully-furnished,Ready to Move,1808,5,4,0,1,3,9,3,16,3.5,3.73,3.48,12.39,6.7,5,9,13560363,46,30,14.4,0.1251,2024-06-12
BLR-11822,Kanakapura Road,12.858432,77.547271,Godrej Properties,Plot,Semi-furnished,New Launch,2495,0,0,0,2,0,0,6,19,5.26,7.97,2.14,13.59,5.9,10,10,12525467,64,26,18.27,0.1609,2021-04-27
BLR-11823,Koramangala,12.939669,77.631549,Puravankara,Villa,Unfurnished,Resale,2130,5,4,3,1,3,4,3,14,2.11,1.6,6.91,5.35,8.4,9,10,50000836,85,35,10.49,0.0987,2024-05-09
BLR-11824,Yelahanka,13.088892,77.601841,Lodha Group,Apartment,Unfurnished,Resale,2221,4,3,0,0,2,3,11,6,11.89,5.72,5.57,13.07,3.3,6,4,12881820,79,35,13.53,0.1681,2022-12-10
BLR-11825,Bannerghatta Road,12.865003,77.593887,Godrej Properties,Apartment,Semi-furnished,Ready to Move,1853,3,3,0,0,10,18,25,8,9.6,4.49,0.53,11.85,4.4,10,5,12606127,57,41,13.44,0.1511,2021-09-07
BLR-11826,Yelahanka,13.090636,77.588969,Puravankara,Builder Floor,Semi-furnished,New Launch,1532,4,3,0,0,4,4,25,17,11.08,4.32,8.89,13.25,3.6,9,4,9244994,33,89,16.21,0.1696,2022-08-22
BLR-11827,Hennur,13.05289,77.637296,Mantri Developers,Builder Floor,Unfurnished,Resale,2683,2,2,2,0,4,6,23,15,6.18,4.41,3.89,10.15,6.0,5,5,16683501,89,65,11.57,0.138,2024-03-16
BLR-11828,Marathahalli,12.967227,77.702041,Godrej Properties,Builder Floor,Fully-furnished,New Launch,2970,2,2,2,0,20,22,23,19,4.44,3.34,1.87,11.65,6.5,7,6,27229474,57,28,9.36,0.0958,2024-08-01
BLR-11829,Devanahalli,13.110132,77.71387,Puravankara,Apartment,Unfurnished,New Launch,2396,2,2,0,1,4,7,11,15,13.05,6.36,1.17,20.11,1.8,7,4,11017327,48,50,20.98,0.1532,2024-09-21
BLR-11830,BTM Layout,12.920732,77.611158,Godrej Properties,Apartment,Fully-furnished,Resale,867,2,2,1,0,4,10,17,19,3.75,6.77,6.48,5.93,7.6,10,8,11838279,40,38,13.16,0.08,2022-01-22
BLR-11831,Basavanagudi,12.943124,77.561543,Mantri Developers,Apartment,Unfurnished,Resale,1747,3,3,1,1,11,13,15,5,3.66,4.23,0.31,4.78,7.8,10,10,19950023,84,54,7.91,0.1048,2020-09-20
BLR-11832,Electronic City,12.859963,77.673444,Salarpuria Sattva,Apartment,Semi-furnished,Resale,2213,5,5,2,0,4,17,0,19,4.69,5.23,2.96,15.07,5.9,5,6,21420513,69,79,13.65,0.153,2021-11-18
BLR-11833,Hebbal,13.031618,77.595441,Mantri Developers,Villa,Semi-furnished,Ready to Move,2995,3,3,1,2,2,3,12,17,4.11,1.92,8.35,6.67,7.4,8,4,36947127,61,86,9.13,0.1244,2020-03-02
BLR-11834,Koramangala,12.926908,77.629015,Sobha Ltd,Apartment,Semi-furnished,Resale,569,3,2,2,1,2,23,25,14,3.0,5.12,2.46,6.21,7.9,8,7,10372614,83,34,9.02,0.0821,2022-01-10
BLR-11835,Hennur,13.05469,77.644305,Godrej Properties,Plot,Fully-furnished,New Launch,2011,0,0,0,1,0,0,7,4,3.75,7.41,9.88,10.69,6.9,5,7,10641076,95,36,15.15,0.1193,2023-11-25
BLR-11836,KR Puram,13.015572,77.709685,Assetz Property Group,Apartment,Fully-furnished,Resale,1290,1,1,1,0,5,5,8,8,3.85,2.71,5.42,13.39,6.5,8,7,8657664,61,61,17.43,0.1392,2021-08-26
BLR-11837,Marathahalli,12.948302,77.701748,Salarpuria Sattva,Apartment,Unfurnished,Resale,2238,5,4,0,1,5,6,23,11,3.25,1.22,6.51,11.9,6.9,10,6,17413099,52,67,8.17,0.0863,2023-10-08
BLR-11838,Sarjapur Road,12.894185,77.687412,Puravankara,Villa,Unfurnished,New Launch,4213,3,4,2,1,2,3,12,9,3.02,7.41,3.57,13.24,6.8,9,7,38156507,64,25,13.82,0.1254,2020-08-01
BLR-11839,Hennur,13.042567,77.629139,Assetz Property Group,Apartment,Unfurnished,New Launch,1533,4,3,1,0,12,13,24,14,4.61,2.78,7.7,8.73,6.8,8,6,10563885,77,43,10.73,0.1377,2021-08-31
BLR-11840,Jayanagar,12.92604,77.58433,Lodha Group,Apartment,Fully-furnished,Resale,2360,2,1,0,1,1,23,25,18,2.87,3.98,4.37,5.19,8.1,5,5,34892626,52,83,4.75,0.0561,2022-10-11
BLR-11841,Devanahalli,13.123799,77.722208,Shriram Properties,Builder Floor,Unfurnished,Ready to Move,1304,2,1,2,1,3,8,11,19,6.19,7.01,6.73,21.85,4.2,7,4,8297119,75,64,19.9,0.1744,2024-07-11
BLR-11842,Marathahalli,12.97232,77.695301,Sobha Ltd,Apartment,Semi-furnished,Ready to Move,2870,2,2,2,1,3,6,7,7,5.06,4.15,6.63,10.91,6.3,7,6,26767924,31,37,14.27,0.0881,2022-08-30
BLR-11843,Electronic City,12.857502,77.656072,Assetz Property Group,Apartment,Fully-furnished,New Launch,2312,5,5,1,1,11,15,6,5,7.13,2.4,5.03,14.33,5.0,9,4,19341309,98,45,12.2,0.13,2023-07-24
BLR-11844,Indiranagar,12.973553,77.655185,Salarpuria Sattva,Builder Floor,Semi-furnished,Resale,1570,2,1,1,0,10,20,4,10,1.1,6.61,6.51,6.57,8.6,9,4,36403716,79,65,6.67,0.0752,2022-04-27
BLR-11845,Indiranagar,12.964323,77.626214,Sobha Ltd,Plot,Semi-furnished,Resale,2870,0,0,0,1,0,0,11,18,2.35,4.19,0.37,3.52,8.5,6,7,39226489,80,92,8.82,0.0942,2023-07-13
BLR-11846,Sarjapur Road,12.905321,77.695643,Assetz Property Group,Builder Floor,Unfurnished,Ready to Move,1133,1,1,0,0,3,17,17,7,11.4,1.8,7.16,13.2,3.5,8,5,6906954,74,33,12.88,0.1685,2023-02-23
BLR-11847,Indiranagar,12.978005,77.637913,Lodha Group,Apartment,Semi-furnished,New Launch,1019,2,2,2,1,6,24,4,19,2.35,2.05,5.96,4.75,8.3,9,8,25398502,92,59,9.46,0.0869,2021-12-20
BLR-11848,Hennur,13.054681,77.626723,Shriram Properties,Apartment,Fully-furnished,Resale,2996,3,3,0,1,6,14,14,9,2.84,5.31,6.58,9.87,7.4,8,4,23356993,71,87,10.19,0.1219,2020-02-07
BLR-11849,HSR Layout,12.916859,77.649162,Assetz Property Group,Villa,Fully-furnished,Ready to Move,2153,4,4,3,1,3,4,25,11,0.79,3.85,3.48,8.49,8.4,6,7,38556478,42,60,13.42,0.0897,2021-06-23
BLR-11850,Devanahalli,13.123462,77.710627,Mantri Developers,Apartment,Fully-furnished,Resale,790,3,3,1,1,6,23,10,10,10.87,0.53,0.73,21.05,2.5,9,10,6581295,32,88,17.78,0.1894,2020-02-13
BLR-11851,Indiranagar,12.960765,77.636515,Lodha Group,Villa,Fully-furnished,Ready to Move,4511,3,3,2,2,1,2,9,16,1.1,1.35,9.1,4.7,8.9,10,10,129345823,94,28,9.45,0.0921,2023-01-25
BLR-11852,Marathahalli,12.964607,77.709442,Brigade Group,Apartment,Fully-furnished,Resale,2956,2,2,0,0,12,13,4,10,4.37,2.49,6.56,12.47,6.4,10,4,29886283,74,39,14.81,0.1143,2020-03-22
BLR-11853,Yelahanka,13.100232,77.595042,Mantri Developers,Builder Floor,Fully-furnished,Ready to Move,2336,3,2,2,0,7,11,19,17,10.98,6.73,5.47,14.3,3.5,6,4,15922430,72,81,16.72,0.1379,2023-01-03
BLR-11854,Hennur,13.031567,77.628419,Sobha Ltd,Apartment,Unfurnished,New Launch,887,3,3,0,1,23,25,7,18,1.1,2.26,7.82,7.61,8.4,6,4,10205260,91,69,16.08,0.1274,2021-03-15
BLR-11855,KR Puram,13.023022,77.708004,Lodha Group,Plot,Unfurnished,New Launch,1366,0,0,0,2,0,0,12,13,1.97,4.17,5.71,13.55,7.2,7,4,7023857,79,59,13.98,0.1691,2022-10-22
BLR-11856,Malleswaram,13.007151,77.560274,Salarpuria Sattva,Apartment,Unfurnished,Resale,2141,4,3,0,0,1,10,1,10,1.15,2.14,3.07,5.43,8.7,9,6,37462788,66,61,9.83,0.0573,2021-08-10
BLR-11857,Koramangala,12.937916,77.62895,Salarpuria Sattva,Villa,Fully-furnished,New Launch,3075,4,2,2,2,3,4,6,12,2.7,6.85,5.37,5.28,8.1,6,8,75609108,76,69,9.99,0.0595,2021-07-26
BLR-11858,Sarjapur Road,12.912106,77.680545,Mantri Developers,Apartment,Semi-furnished,New Launch,2648,2,2,0,1,5,23,2,4,2.81,0.25,1.35,11.42,7.2,8,6,28583678,36,58,12.36,0.1427,2020-01-06
BLR-11859,Kanakapura Road,12.874317,77.558303,Assetz Property Group,Apartment,Fully-furnished,New Launch,2972,3,2,0,1,4,11,18,8,11.72,2.58,4.96,11.51,3.6,9,5,18102259,80,36,14.93,0.162,2022-12-14
BLR-11860,Malleswaram,13.005432,77.550888,Lodha Group,Builder Floor,Unfurnished,New Launch,2069,4,3,2,1,2,24,6,7,2.23,7.26,4.64,6.05,8.2,5,10,26168413,47,78,7.64,0.0312,2021-10-14
BLR-11861,Malleswaram,13.004053,77.563331,Sobha Ltd,Apartment,Semi-furnished,Resale,1073,3,2,1,1,12,22,13,7,1.36,0.91,0.64,4.95,8.7,6,4,19229305,60,69,7.86,0.0649,2021-09-20
BLR-11862,Koramangala,12.947712,77.632476,Prestige Group,Apartment,Fully-furnished,Ready to Move,1466,3,2,1,0,6,21,5,7,1.37,2.69,5.15,4.89,8.7,6,10,33319018,56,67,5.89,0.0462,2024-05-23
BLR-11863,JP Nagar,12.891386,77.58964,Prestige Group,Villa,Unfurnished,New Launch,3906,4,2,1,1,2,4,4,6,2.77,0.78,9.63,8.94,7.6,8,7,51697350,56,51,8.08,0.0768,2022-04-30
BLR-11864,Whitefield,12.964723,77.737739,Assetz Property Group,Apartment,Semi-furnished,New Launch,2037,3,3,2,1,7,14,2,19,4.15,4.06,8.17,15.53,6.0,10,9,26743382,59,69,10.88,0.1413,2020-07-14
BLR-11865,Malleswaram,12.992751,77.571473,Shriram Properties,Apartment,Semi-furnished,Ready to Move,1310,3,2,2,1,1,14,23,13,0.67,0.6,8.87,3.44,9.2,6,6,19330641,51,57,6.29,0.0321,2021-10-16
BLR-11866,BTM Layout,12.909639,77.610297,Assetz Property Group,Builder Floor,Unfurnished,Ready to Move,1471,1,1,0,0,2,6,0,6,2.05,6.8,1.9,7.1,8.1,5,10,17069847,58,53,10.94,0.0901,2022-01-02
BLR-11867,Yelahanka,13.107043,77.587555,Shriram Properties,Apartment,Semi-furnished,Resale,2018,2,2,2,1,4,11,9,3,2.44,2.89,3.79,15.08,6.8,6,8,11770364,46,76,17.37,0.1678,2020-01-02
BLR-11868,Kanakapura Road,12.871758,77.571792,Salarpuria Sattva,Villa,Fully-furnished,Resale,1841,4,3,2,1,2,2,14,14,6.12,2.72,6.07,11.37,5.8,5,9,17034709,80,88,15.74,0.1719,2024-03-13
BLR-11869,HSR Layout,12.91118,77.654974,Assetz Property Group,Apartment,Semi-furnished,Ready to Move,1193,2,2,0,0,4,11,1,5,4.4,6.65,8.57,9.38,6.8,10,10,16302018,73,35,12.31,0.1157,2024-06-20
BLR-11870,Electronic City,12.858097,77.657438,Sobha Ltd,Builder Floor,Unfurnished,New Launch,1102,1,1,2,0,2,15,4,10,1.02,6.22,6.47,14.34,7.4,6,6,9752380,66,55,13.09,0.1213,2021-04-18
BLR-11871,HSR Layout,12.922185,77.646615,Brigade Group,Builder Floor,Fully-furnished,Resale,728,1,1,0,1,3,9,16,10,3.48,2.8,6.51,7.87,7.4,10,5,9074733,71,73,12.31,0.077,2022-09-19
BLR-11872,KR Puram,12.996873,77.689952,Assetz Property Group,Apartment,Fully-furnished,New Launch,1649,4,3,2,1,13,18,1,16,4.21,7.48,2.39,10.71,6.7,9,5,14002509,36,75,14.25,0.1248,2021-05-01
BLR-11873,Yelahanka,13.103647,77.597656,Puravankara,Apartment,Unfurnished,Resale,2487,3,3,2,1,7,13,23,15,3.87,1.34,3.42,14.69,6.2,8,9,13979373,53,63,16.18,0.1417,2022-10-26
BLR-11874,HSR Layout,12.903624,77.647642,Puravankara,Apartment,Semi-furnished,Ready to Move,2270,3,3,0,0,3,8,6,18,4.72,2.74,7.3,9.5,6.7,5,7,26028224,67,30,11.77,0.1226,2023-11-08
BLR-11875,Koramangala,12.933483,77.610288,Brigade Group,Plot,Unfurnished,Ready to Move,1825,0,0,0,1,0,0,5,20,3.95,2.16,3.89,4.57,7.7,10,10,23846410,59,69,5.54,0.0421,2022-04-29
BLR-11876,Sarjapur Road,12.898329,77.68877,Lodha Group,Villa,Semi-furnished,Resale,4313,5,2,1,2,3,3,3,19,10.19,5.87,9.31,13.06,4.0,8,8,53437903,40,27,15.08,0.1304,2024-04-10
BLR-11877,Indiranagar,12.962633,77.62637,Lodha Group,Villa,Semi-furnished,Ready to Move,4849,4,3,3,2,2,3,1,17,0.56,1.62,7.07,3.58,9.2,5,8,166411936,85,63,11.22,0.0802,2021-09-02
BLR-11878,Yelahanka,13.089791,77.606451,Salarpuria Sattva,Villa,Semi-furnished,Ready to Move,2967,4,4,3,1,2,2,8,13,2.41,5.18,4.0,13.2,7.1,8,10,28680466,30,47,19.55,0.15,2020-09-23
BLR-11879,BTM Layout,12.92849,77.610322,Godrej Properties,Builder Floor,Semi-furnished,Resale,1582,2,2,2,1,2,24,11,4,0.83,5.35,4.62,5.09,8.9,10,8,19335278,70,76,13.65,0.0881,2020-03-13
BLR-11880,Bannerghatta Road,12.86272,77.603254,Puravankara,Apartment,Unfurnished,Ready to Move,1592,3,2,1,0,3,9,13,6,9.83,5.14,3.16,12.14,4.2,10,9,12316742,56,86,15.89,0.1043,2020-11-01
BLR-11881,Marathahalli,12.94969,77.715642,Lodha Group,Apartment,Fully-furnished,New Launch,990,1,1,1,0,14,24,20,9,4.5,7.6,7.55,13.34,6.2,6,9,9983417,86,61,10.81,0.1063,2022-08-07
BLR-11882,Indiranagar,12.978895,77.629474,Prestige Group,Apartment,Semi-furnished,Ready to Move,2061,4,3,0,0,14,19,1,16,1.67,5.93,7.4,3.86,8.8,7,10,63375494,31,72,8.67,0.0735,2023-08-04
BLR-11883,JP Nagar,12.892939,77.599768,Assetz Property Group,Plot,Semi-furnished,Resale,1029,0,0,0,1,0,0,23,2,0.42,2.2,0.97,8.76,8.5,10,4,6817429,39,62,10.89,0.1151,2020-12-20
BLR-11884,Whitefield,12.957051,77.758921,Mantri Developers,Apartment,Unfurnished,Resale,2961,3,3,2,0,10,16,8,3,4.19,2.34,9.69,17.88,5.6,7,10,22424930,96,90,9.62,0.1173,2021-10-10
BLR-11885,Indiranagar,12.978481,77.65414,Sobha Ltd,Apartment,Unfurnished,Resale,563,2,1,1,1,4,23,3,12,1.33,4.62,1.47,6.5,8.5,8,4,15106265,59,94,5.46,0.0733,2020-08-02
BLR-11886,Jayanagar,12.938905,77.569113,Godrej Properties,Apartment,Fully-furnished,New Launch,824,3,2,0,1,4,18,6,5,0.3,1.02,8.61,4.57,9.2,7,9,18960292,70,69,4.31,0.0429,2024-10-05
BLR-11887,Indiranagar,12.9575,77.641727,Godrej Properties,Apartment,Semi-furnished,New Launch,2544,2,2,0,0,2,3,10,12,2.48,6.03,3.22,5.34,8.2,10,10,47169667,46,65,9.27,0.0959,2021-04-16
BLR-11888,Bannerghatta Road,12.87659,77.580628,Sobha Ltd,Apartment,Unfurnished,Ready to Move,906,3,3,2,0,20,23,25,10,8.18,0.4,6.07,10.67,5.1,10,10,8551377,44,42,16.59,0.1397,2024-09-27
BLR-11889,Sarjapur Road,12.904091,77.686643,Puravankara,Apartment,Unfurnished,Resale,2332,4,4,1,1,19,25,19,11,9.08,6.6,1.74,12.48,4.5,8,5,17767716,80,80,15.97,0.1637,2023-01-28
BLR-11890,Electronic City,12.848726,77.655507,Godrej Properties,Builder Floor,Fully-furnished,Resale,653,2,2,0,0,21,21,22,8,1.17,3.52,4.87,15.17,7.3,8,7,5774239,93,25,12.47,0.1506,2024-12-29
BLR-11891,HSR Layout,12.904568,77.642568,Lodha Group,Apartment,Semi-furnished,Resale,720,3,3,2,0,2,14,6,16,3.09,0.63,2.05,9.09,7.4,5,10,11608226,32,35,11.5,0.0968,2020-11-05
BLR-11892,Kanakapura Road,12.853997,77.550926,Assetz Property Group,Builder Floor,Semi-furnished,Ready to Move,1832,2,2,1,0,13,23,21,15,9.98,7.82,8.55,13.91,3.9,10,5,10981000,53,86,17.2,0.1435,2022-09-17
BLR-11893,Hebbal,13.036184,77.584595,Mantri Developers,Builder Floor,Semi-furnished,Ready to Move,584,3,2,0,1,4,9,1,15,0.34,5.78,3.74,7.26,8.8,5,6,11680325,36,95,8.34,0.0931,2022-05-02
BLR-11894,Hennur,13.041973,77.634954,Godrej Properties,Apartment,Fully-furnished,New Launch,696,3,3,1,1,7,14,9,4,6.91,2.24,4.35,8.96,5.9,10,5,7445310,35,81,15.26,0.1239,2023-04-05
BLR-11895,Koramangala,12.937105,77.63817,Puravankara,Builder Floor,Semi-furnished,New Launch,2567,2,1,2,1,7,20,15,6,3.4,0.93,4.59,6.08,7.7,5,4,37500013,72,72,7.05,0.0414,2023-11-20
BLR-11896,Indiranagar,12.981597,77.63801,Brigade Group,Apartment,Semi-furnished,Ready to Move,2522,4,4,2,1,3,6,11,7,1.94,0.61,5.52,4.83,8.5,6,8,46463352,67,79,7.97,0.0765,2022-01-07
BLR-11897,Yelahanka,13.08884,77.583002,Godrej Properties,Apartment,Semi-furnished,Ready to Move,2004,3,2,0,1,4,13,21,8,7.98,1.27,0.31,13.1,4.8,9,4,12936016,56,88,18.01,0.1624,2024-10-19
BLR-11898,Whitefield,12.965225,77.756029,Salarpuria Sattva,Apartment,Fully-furnished,Ready to Move,1520,3,3,2,0,7,7,8,2,3.79,4.99,5.89,17.51,5.9,9,10,16542999,81,76,9.8,0.0951,2020-02-07
BLR-11899,Malleswaram,12.993567,77.563787,Salarpuria Sattva,Builder Floor,Semi-furnished,Ready to Move,1567,4,3,2,0,3,4,25,4,1.42,5.25,1.51,4.14,8.8,8,5,19687746,64,29,3.13,0.0402,2022-02-20
BLR-11900,Whitefield,12.981897,77.761106,Shriram Properties,Penthouse,Unfurnished,Resale,3237,5,4,3,2,26,26,18,20,2.24,4.42,8.14,18.08,6.4,9,8,44908469,87,60,14.95,0.1111,2024-11-30
BLR-11901,Hennur,13.036916,77.645283,Mantri Developers,Plot,Unfurnished,Resale,2780,0,0,0,1,0,0,5,15,1.59,5.18,3.25,9.1,8.0,6,9,16489145,59,73,13.09,0.1463,2023-08-15
BLR-11902,Indiranagar,12.978214,77.626681,Puravankara,Villa,Unfurnished,Resale,2053,5,3,2,2,2,2,19,5,1.68,1.9,2.77,3.55,8.8,6,6,49474263,92,93,6.16,0.1062,2021-12-01
BLR-11903,Sarjapur Road,12.902643,77.694065,Prestige Group,Builder Floor,Fully-furnished,New Launch,1709,5,5,1,0,2,5,24,18,11.31,3.39,1.16,13.23,3.5,7,8,17431509,50,64,14.12,0.1178,2022-01-26
BLR-11904,KR Puram,13.000609,77.708207,Lodha Group,Apartment,Semi-furnished,Ready to Move,1035,3,3,2,0,5,13,20,2,5.83,7.07,5.64,12.73,5.8,6,9,5656424,79,27,17.86,0.1414,2021-06-11
BLR-11905,JP Nagar,12.8918,77.597461,Puravankara,Villa,Unfurnished,New Launch,3402,3,2,3,2,3,3,7,4,1.92,7.5,0.51,8.88,7.9,5,8,39842860,97,88,8.04,0.091,2020-02-16
BLR-11906,Electronic City,12.853562,77.665302,Godrej Properties,Apartment,Semi-furnished,New Launch,2611,3,3,1,0,2,13,19,13,3.46,0.88,2.32,15.2,6.3,5,6,17423939,69,43,17.27,0.173,2020-02-18
BLR-11907,Rajajinagar,12.972637,77.547326,Shriram Properties,Builder Floor,Semi-furnished,Resale,1763,3,3,0,0,6,9,20,15,1.45,6.96,3.54,5.12,8.7,10,6,21295511,79,32,10.35,0.0791,2022-03-14
BLR-11908,Rajajinagar,12.984072,77.539632,Sobha Ltd,Apartment,Fully-furnished,Ready to Move,2093,2,1,0,1,8,11,2,15,2.26,1.37,3.37,6.12,8.2,7,8,42291717,50,58,9.56,0.0792,2022-05-03
BLR-11909,JP Nagar,12.911391,77.593677,Sobha Ltd,Apartment,Unfurnished,Ready to Move,807,2,2,2,1,12,17,15,10,4.39,3.25,1.08,6.7,7.2,9,7,9280207,37,32,12.29,0.1095,2023-04-19
BLR-11910,HSR Layout,12.901122,77.63853,Shriram Properties,Apartment,Semi-furnished,New Launch,2592,3,2,2,0,14,23,14,17,2.65,3.18,2.83,9.17,7.6,8,10,29552500,54,82,9.41,0.0864,2024-12-03
BLR-11911,Whitefield,12.962355,77.755126,Salarpuria Sattva,Builder Floor,Semi-furnished,Ready to Move,2677,3,2,1,1,14,23,5,17,2.49,1.59,3.89,17.42,6.4,7,4,26221469,95,56,11.13,0.1263,2022-01-09
BLR-11912,Hennur,13.051461,77.629827,Godrej Properties,Apartment,Unfurnished,Resale,1470,2,1,2,0,3,8,18,10,4.46,3.3,5.19,9.67,6.8,10,10,10657563,38,84,16.77,0.1231,2023-11-16
BLR-11913,Hennur,13.0372,77.643343,Mantri Developers,Apartment,Unfurnished,Ready to Move,2327,2,1,0,1,18,19,23,4,6.96,2.95,6.99,9.01,5.9,10,10,13290740,89,55,10.17,0.1329,2021-09-28
BLR-11914,Marathahalli,12.956117,77.712551,Salarpuria Sattva,Builder Floor,Semi-furnished,New Launch,1223,2,2,0,0,9,22,9,19,4.0,0.56,7.21,12.9,6.5,7,9,11419116,86,84,9.16,0.0862,2021-12-19
BLR-11915,Rajajinagar,12.986457,77.539592,Salarpuria Sattva,Apartment,Unfurnished,New Launch,1292,2,2,1,1,4,16,5,17,2.57,2.03,5.42,6.19,8.0,5,9,19793215,39,40,5.51,0.0639,2022-04-30
BLR-11916,Koramangala,12.946893,77.626061,Assetz Property Group,Apartment,Unfurnished,Resale,1772,5,4,1,0,3,15,16,7,0.77,4.05,6.63,4.38,9.0,8,4,29621873,80,81,7.19,0.0455,2021-07-02
BLR-11917,Basavanagudi,12.932873,77.581454,Brigade Group,Villa,Unfurnished,Ready to Move,3271,4,4,1,2,2,3,22,18,0.75,7.98,7.92,4.54,9.0,6,10,52912039,64,41,6.76,0.1097,2022-09-06
BLR-11918,Koramangala,12.922962,77.62761,Sobha Ltd,Plot,Fully-furnished,Ready to Move,2016,0,0,0,2,0,0,16,19,0.72,4.61,1.12,6.48,8.7,5,7,29020667,90,79,7.04,0.0985,2023-05-25
BLR-11919,Hebbal,13.04923,77.591145,Godrej Properties,Builder Floor,Unfurnished,New Launch,979,1,1,1,0,6,12,17,7,1.94,7.9,8.6,8.64,7.9,10,9,9889800,41,29,14.77,0.086,2021-11-21
BLR-11920,JP Nagar,12.902111,77.586686,Mantri Developers,Villa,Fully-furnished,Ready to Move,3647,4,4,1,2,2,4,18,3,1.39,5.68,4.96,7.77,8.3,10,5,45538818,35,33,7.37,0.1139,2024-06-29
BLR-11921,Hebbal,13.023912,77.603651,Godrej Properties,Apartment,Semi-furnished,Resale,2019,5,5,1,0,17,18,13,11,3.68,7.2,5.23,5.9,7.6,6,10,21476425,87,49,10.89,0.1139,2023-07-21
BLR-11922,Whitefield,12.978549,77.745136,Brigade Group,Apartment,Unfurnished,New Launch,594,2,2,2,0,3,12,24,10,2.96,7.66,6.53,16.33,6.4,8,8,6921124,51,32,12.79,0.1246,2024-02-20
BLR-11923,Hebbal,13.048919,77.604127,Assetz Property Group,Apartment,Semi-furnished,New Launch,1050,1,1,0,0,1,3,23,3,0.79,7.13,7.88,8.66,8.4,7,8,10164177,84,35,10.09,0.1061,2024-03-20
BLR-11924,Indiranagar,12.977922,77.632217,Lodha Group,Penthouse,Fully-furnished,Resale,4090,5,3,2,2,16,16,23,10,2.64,4.26,1.07,4.14,8.3,7,5,127587156,75,88,7.91,0.0657,2021-01-15
BLR-11925,Koramangala,12.938847,77.629238,Assetz Property Group,Penthouse,Unfurnished,Ready to Move,2941,3,4,3,1,25,25,18,5,2.51,6.77,9.93,5.23,8.2,9,10,55050906,38,87,6.65,0.0786,2021-10-11
BLR-11926,Kanakapura Road,12.883101,77.555291,Sobha Ltd,Apartment,Semi-furnished,New Launch,2009,4,4,1,0,3,3,2,4,6.06,7.86,6.72,10.72,6.0,9,7,15640290,76,50,16.26,0.1593,2023-05-29
BLR-11927,Malleswaram,13.001461,77.554984,Prestige Group,Apartment,Unfurnished,New Launch,740,1,1,0,0,3,6,10,13,0.82,6.4,3.64,5.43,8.9,7,9,14398854,32,63,6.92,0.0897,2022-10-11
BLR-11928,Indiranagar,12.970414,77.649985,Godrej Properties,Apartment,Semi-furnished,Resale,1631,4,3,1,1,6,6,18,3,2.56,7.16,6.49,6.0,8.1,7,4,26946817,56,72,9.48,0.0619,2020-07-20
BLR-11929,Whitefield,12.969929,77.764185,Brigade Group,Apartment,Fully-furnished,Ready to Move,2872,2,1,1,0,15,18,19,4,5.9,7.33,3.52,18.38,4.9,9,9,24066225,54,58,13.87,0.0987,2020-01-29
BLR-11930,Indiranagar,12.985717,77.627553,Lodha Group,Plot,Fully-furnished,Ready to Move,2708,0,0,0,1,0,0,10,17,1.64,1.76,7.24,3.9,8.8,8,4,40102238,40,44,8.3,0.0531,2023-02-04
BLR-11931,Devanahalli,13.117015,77.725726,Puravankara,Apartment,Semi-furnished,New Launch,1752,4,4,2,1,4,4,16,10,14.75,5.84,3.69,21.52,1.0,5,6,8970104,42,56,15.5,0.1926,2023-12-24
BLR-11932,Yelahanka,13.111941,77.59878,Brigade Group,Apartment,Semi-furnished,Ready to Move,637,1,1,1,1,12,19,23,8,8.65,4.15,1.3,15.61,4.2,10,6,4892834,61,74,15.29,0.1388,2024-09-20
BLR-11933,BTM Layout,12.909272,77.609988,Assetz Property Group,Apartment,Unfurnished,Ready to Move,1612,4,4,0,1,23,24,1,8,2.75,1.15,1.71,7.13,7.8,8,4,19758003,69,90,13.19,0.1282,2020-11-18
BLR-11934,Marathahalli,12.953057,77.688541,Sobha Ltd,Builder Floor,Semi-furnished,Resale,654,3,2,2,0,13,13,21,14,5.0,3.42,7.23,10.39,6.4,10,10,7859873,38,46,8.01,0.1226,2021-03-25
BLR-11935,Whitefield,12.963247,77.761628,Puravankara,Apartment,Unfurnished,New Launch,2362,5,4,1,1,13,23,7,14,3.28,0.98,2.64,18.12,6.0,6,10,23493290,63,32,14.25,0.1088,2021-02-13
