property_id,location,latitude,longitude,builder_name,property_type,furnishing,listing_type,sqft,bedrooms,bathrooms,balconies,parking,floor,total_floors,age,amenities_count,distance_metro,distance_school,distance_hospital,distance_cbd,connectivity_score,safety_score,school_score,price,demand_score,liquidity_score,roi,market_trend,listing_date,price_per_sqft,listing_year,listing_month,location_score,amenity_index,age_bucket,trend_category,distance_composite,proximity_score,roi_estimate,furnish_numeric,luxury_score,value_ratio,location_encoded,builder_name_encoded,property_type_encoded,furnishing_encoded,listing_type_encoded,trend_category_encoded,predicted_price,price_gap,price_gap_pct,cluster,segment_label,valuation_label,sell_signal
BLR-29249,Devanahalli,13.099893,77.702548,Brigade Group,Villa,Unfurnished,New Launch,3563,5,4,1,2,2,2,0,19,10.31,7.7,8.25,18.45,3.1,9,6,31395288,78,72,21.19,0.19,2020-12-17,8811.48,2020,12,5.74,0.95,0,Hot,11.411,1.56,25.06,0,0.601,2.737,3,1,4,2,0,2,31370660.0,24628.0,0.08,2,Budget,Fair Value,STRONG BUY
BLR-29286,Devanahalli,13.126732,77.722403,Lodha Group,Apartment,Semi-furnished,Resale,2890,3,2,0,1,7,9,2,20,6.23,2.97,8.43,22.12,4.2,6,5,19975367,86,83,15.09,0.1651,2023-01-11,6911.89,2023,1,4.98,1.0,0,Hot,9.99,2.61,23.3,1,0.573,1.741,3,3,0,1,2,2,19857912.0,117455.0,0.59,2,Budget,Fair Value,STRONG BUY
BLR-29287,Devanahalli,13.120163,77.727346,Godrej Properties,Apartment,Semi-furnished,New Launch,2564,5,4,1,1,2,3,9,4,11.44,3.91,4.16,21.9,2.1,8,8,15274928,42,66,21.52,0.1903,2022-07-29,5957.46,2022,7,5.64,0.2,2,Hot,11.093,1.8,23.11,1,0.404,1.331,3,2,0,1,0,2,15202139.0,72789.0,0.48,2,Budget,Fair Value,STRONG BUY
BLR-29300,Devanahalli,13.099456,77.713669,Sobha Ltd,Builder Floor,Semi-furnished,Ready to Move,1597,4,4,2,0,10,22,21,15,7.66,3.61,1.47,19.2,4.1,10,10,9410458,52,91,21.1,0.1744,2023-03-30,5892.58,2023,3,7.64,0.75,4,Hot,8.497,3.72,22.77,1,0.483,0.82,3,9,1,1,1,2,9414176.0,-3718.0,-0.04,2,Budget,Fair Value,STRONG BUY
BLR-29312,Devanahalli,13.099291,77.719768,Prestige Group,Apartment,Semi-furnished,Resale,2519,3,3,1,1,11,13,22,13,8.28,1.32,0.57,19.63,3.7,7,8,13110507,35,30,18.72,0.1578,2020-12-04,5204.65,2020,12,5.98,0.65,4,Hot,8.183,3.95,18.43,1,0.514,1.143,3,5,0,1,2,2,13407829.0,-297322.0,-2.22,2,Budget,Fair Value,BUY
BLR-29363,Devanahalli,13.124475,77.708186,Sobha Ltd,Plot,Semi-furnished,Ready to Move,1021,0,0,0,2,0,0,3,19,8.5,7.0,1.2,20.98,3.5,7,4,6406080,90,37,19.54,0.197,2022-02-17,6274.32,2022,2,4.7,0.95,1,Hot,9.86,2.71,25.31,1,0.499,0.558,3,9,3,1,1,2,7031943.0,-625863.0,-8.9,2,Budget,Fair Value,STRONG BUY
BLR-29412,Devanahalli,13.105311,77.716119,Sobha Ltd,Builder Floor,Fully-furnished,Ready to Move,1448,2,2,1,0,2,15,7,13,11.91,6.57,7.46,19.86,2.3,8,4,9721647,90,93,15.02,0.1633,2021-01-05,6713.84,2021,1,4.52,0.65,2,Hot,11.939,1.17,23.62,2,0.499,0.847,3,9,1,0,1,2,9692233.0,29414.0,0.3,2,Budget,Fair Value,STRONG BUY
BLR-29439,Devanahalli,13.10343,77.707786,Sobha Ltd,Apartment,Semi-furnished,Ready to Move,2922,5,4,1,1,12,17,20,15,13.77,1.22,0.65,19.11,1.6,7,10,16281505,41,45,19.66,0.1885,2024-07-08,5572.04,2024,7,5.74,0.75,3,Hot,9.971,2.62,22.25,1,0.563,1.419,3,9,0,1,1,2,16219575.0,61930.0,0.38,2,Budget,Fair Value,STRONG BUY
BLR-29444,Devanahalli,13.124589,77.706638,Shriram Properties,Villa,Unfurnished,Resale,3947,4,2,3,2,1,4,7,11,14.27,1.43,4.63,20.9,1.2,5,8,26828307,90,75,15.66,0.1666,2022-05-21,6797.14,2022,5,4.38,0.55,2,Hot,11.432,1.54,23.41,0,0.624,2.339,3,8,4,2,2,2,26828430.0,-123.0,-0.0,2,Budget,Fair Value,STRONG BUY
BLR-29447,Devanahalli,13.122537,77.700101,Salarpuria Sattva,Apartment,Semi-furnished,Ready to Move,1075,1,1,1,1,18,23,19,5,6.73,1.65,6.08,20.3,4.3,10,6,5711589,92,72,15.63,0.2047,2022-04-23,5313.11,2022,4,6.52,0.25,3,Hot,8.977,3.36,27.23,1,0.327,0.498,3,7,0,1,1,2,5742623.5,-31034.5,-0.54,2,Budget,Fair Value,STRONG BUY
BLR-29491,Devanahalli,13.098725,77.704707,Brigade Group,Apartment,Semi-furnished,New Launch,918,2,1,0,1,8,15,18,11,8.99,0.74,1.02,18.5,3.6,7,7,6097418,39,64,20.96,0.2082,2023-04-18,6642.07,2023,4,5.64,0.55,3,Hot,8.124,3.99,24.69,1,0.343,0.531,3,1,0,1,0,2,6241498.5,-144080.5,-2.31,2,Budget,Fair Value,BUY
BLR-29499,Devanahalli,13.126279,77.721943,Salarpuria Sattva,Apartment,Semi-furnished,New Launch,1865,3,3,2,1,9,10,5,20,14.65,6.93,5.27,22.05,1.0,10,8,13198879,48,92,18.04,0.1774,2021-07-01,7077.15,2021,7,5.8,1.0,1,Hot,13.08,0.33,22.9,1,0.612,1.15,3,7,0,1,0,2,13504878.0,-305999.0,-2.27,2,Budget,Fair Value,STRONG BUY
BLR-29503,Devanahalli,13.12595,77.716566,Sobha Ltd,Apartment,Fully-furnished,Ready to Move,2075,3,3,1,0,19,21,14,11,12.61,4.38,8.28,21.66,1.7,9,4,14208317,82,68,15.17,0.1511,2023-01-02,6847.38,2023,1,4.58,0.55,3,Hot,12.36,0.86,21.25,2,0.512,1.238,3,9,0,0,1,2,13966637.0,241680.0,1.73,2,Budget,Fair Value,STRONG BUY
BLR-29505,Devanahalli,13.113758,77.720693,Mantri Developers,Villa,Unfurnished,Ready to Move,4807,5,3,1,1,2,3,22,20,9.05,4.6,9.59,20.89,3.2,9,8,26087821,34,73,17.29,0.1783,2022-04-15,5427.05,2022,4,6.38,1.0,4,Hot,11.228,1.7,21.72,0,0.638,2.274,3,4,4,2,1,2,26238184.0,-150363.0,-0.57,2,Budget,Fair Value,BUY
BLR-29506,Devanahalli,13.110879,77.722031,Brigade Group,Apartment,Fully-furnished,New Launch,2211,2,2,0,1,2,5,20,2,13.04,2.41,7.86,20.75,1.7,8,8,9927225,33,48,19.74,0.2075,2024-07-25,4489.93,2024,7,5.48,0.1,3,Hot,11.805,1.27,23.84,2,0.408,0.865,3,1,0,0,0,2,10424128.0,-496903.0,-4.77,2,Budget,Fair Value,BUY
BLR-29535,Devanahalli,13.113609,77.72425,Sobha Ltd,Apartment,Unfurnished,Resale,2848,3,3,2,1,7,7,17,11,6.51,1.42,6.06,21.13,4.2,8,6,14382235,71,95,19.2,0.2005,2023-04-26,5049.94,2023,4,5.88,0.55,3,Hot,9.057,3.3,26.45,0,0.458,1.254,3,9,0,2,2,2,13861510.0,520725.0,3.76,2,Budget,Fair Value,STRONG BUY
BLR-29549,Devanahalli,13.112259,77.706913,Lodha Group,Apartment,Semi-furnished,New Launch,1704,5,5,1,1,1,3,12,13,13.99,1.14,8.17,19.82,1.4,10,10,11107038,58,63,15.17,0.1669,2022-11-20,6518.21,2022,11,6.56,0.65,3,Hot,11.714,1.34,21.48,1,0.465,0.968,3,3,0,1,0,2,10807463.0,299575.0,2.77,2,Budget,Fair Value,STRONG BUY
BLR-29571,Devanahalli,13.112245,77.7023,Shriram Properties,Plot,Unfurnished,Resale,2922,0,0,0,1,0,0,23,5,10.81,7.2,2.95,19.51,2.7,10,8,8886372,38,62,20.46,0.1991,2024-02-05,3041.2,2024,2,6.48,0.25,4,Hot,10.691,2.09,23.67,0,0.288,0.775,3,8,3,2,2,2,8529366.0,357006.0,4.19,2,Budget,Fair Value,BUY
BLR-29574,Devanahalli,13.123576,77.717085,Brigade Group,Apartment,Semi-furnished,New Launch,2395,5,4,0,0,20,23,11,11,11.62,2.48,4.44,21.49,2.1,7,9,13798910,73,90,20.79,0.1703,2024-04-20,5761.55,2024,4,5.64,0.55,3,Hot,10.824,1.99,23.38,1,0.381,1.203,3,1,0,1,0,2,14079956.0,-281046.0,-2.0,2,Budget,Fair Value,STRONG BUY
BLR-29584,Devanahalli,13.1172,77.704315,Mantri Developers,Apartment,Unfurnished,Resale,1087,3,2,2,1,1,5,0,16,9.88,5.19,5.23,20.08,3.0,7,4,9301147,57,87,20.98,0.2043,2023-08-27,8556.71,2023,8,4.5,0.8,0,Hot,10.562,2.19,25.89,0,0.415,0.811,3,4,0,2,2,2,9384481.0,-83334.0,-0.89,2,Budget,Fair Value,STRONG BUY
BLR-29621,Devanahalli,13.110299,77.719679,Godrej Properties,Apartment,Semi-furnished,New Launch,1014,1,1,1,0,6,22,13,12,14.57,2.94,4.49,20.53,1.1,5,4,5946175,68,85,19.85,0.1663,2024-03-30,5864.08,2024,3,3.14,0.6,3,Hot,11.718,1.33,22.58,1,0.361,0.518,3,2,0,1,0,2,6334082.0,-387907.0,-6.12,2,Budget,Fair Value,STRONG BUY
BLR-29665,Devanahalli,13.124037,77.715339,Puravankara,Villa,Unfurnished,Ready to Move,4754,5,3,2,2,2,4,19,9,9.8,5.59,2.73,21.41,2.9,6,6,27369436,34,86,16.3,0.1915,2020-05-16,5757.14,2020,5,4.76,0.45,3,Hot,10.446,2.27,23.43,0,0.598,2.386,3,6,4,2,1,2,27039684.0,329752.0,1.22,2,Budget,Fair Value,BUY
BLR-29675,Devanahalli,13.103085,77.722097,Brigade Group,Plot,Fully-furnished,New Launch,2589,0,0,0,1,0,0,11,6,12.14,3.13,6.43,20.11,2.1,10,5,9525325,89,64,17.35,0.1723,2020-12-06,3679.15,2020,12,5.34,0.3,3,Hot,11.188,1.72,23.6,2,0.48,0.83,3,1,3,0,0,2,9812514.0,-287189.0,-2.93,2,Budget,Fair Value,STRONG BUY
BLR-29690,Devanahalli,13.112151,77.723392,Lodha Group,Apartment,Semi-furnished,Ready to Move,1489,1,1,2,1,14,20,5,3,10.45,2.04,2.95,20.95,2.7,6,7,9049208,49,88,18.78,0.1759,2024-04-05,6077.37,2024,4,4.98,0.15,1,Hot,9.893,2.68,22.68,1,0.377,0.789,3,3,0,1,1,2,9112084.0,-62876.0,-0.69,2,Budget,Fair Value,STRONG BUY
BLR-29707,Devanahalli,13.104207,77.705475,Brigade Group,Apartment,Unfurnished,Resale,1434,2,2,1,0,6,20,14,17,10.19,1.34,6.62,19.02,3.1,8,10,8511808,32,79,15.9,0.1848,2021-12-01,5935.71,2021,12,6.64,0.85,3,Hot,9.914,2.67,22.45,0,0.349,0.742,3,1,0,2,2,2,8872521.0,-360713.0,-4.07,2,Budget,Fair Value,BUY
BLR-29709,Devanahalli,13.098843,77.699361,Lodha Group,Apartment,Fully-furnished,Resale,1210,1,1,2,0,3,8,12,5,7.42,7.77,0.82,18.14,4.3,7,9,6297156,78,91,20.6,0.1618,2023-09-14,5204.26,2023,9,6.52,0.25,3,Hot,8.85,3.45,22.81,2,0.435,0.549,3,3,0,0,2,2,6635147.0,-337991.0,-5.09,2,Budget,Fair Value,STRONG BUY
BLR-29723,Devanahalli,13.109135,77.714456,Assetz Property Group,Apartment,Unfurnished,Ready to Move,2696,3,2,1,1,5,7,3,7,6.11,5.85,0.44,20.06,4.5,5,4,14996075,75,36,15.0,0.201,2020-11-24,5562.34,2020,11,4.5,0.35,1,Hot,8.412,3.78,24.93,0,0.349,1.307,3,0,0,2,1,2,14967289.0,28786.0,0.19,2,Budget,Fair Value,BUY
BLR-29725,Devanahalli,13.104349,77.720463,Assetz Property Group,Apartment,Fully-furnished,Ready to Move,2867,3,3,1,0,6,20,4,19,6.94,4.7,4.56,20.09,4.2,10,5,18852109,56,56,19.82,0.1947,2024-06-26,6575.55,2024,6,6.18,0.95,1,Hot,9.304,3.12,23.95,2,0.66,1.643,3,0,0,0,1,2,18520964.0,331145.0,1.79,2,Budget,Fair Value,STRONG BUY
BLR-29726,Devanahalli,13.125593,77.725609,Sobha Ltd,Apartment,Fully-furnished,New Launch,704,1,1,2,1,7,20,15,7,10.65,4.67,0.67,22.24,2.4,5,10,5589617,57,71,20.74,0.2062,2023-08-30,7939.8,2023,8,5.46,0.35,3,Hot,10.356,2.34,25.6,2,0.48,0.487,3,9,0,0,0,2,5321736.0,267881.0,5.03,2,Budget,Fair Value,STRONG BUY
BLR-29727,Devanahalli,13.103039,77.711531,Lodha Group,Plot,Unfurnished,Ready to Move,1952,0,0,0,2,0,0,22,10,10.37,2.59,2.46,19.34,3.0,5,6,6603230,35,53,15.46,0.1657,2024-11-26,3382.8,2024,11,4.5,0.5,4,Hot,9.474,2.99,19.91,0,0.342,0.576,3,3,3,2,1,2,6663779.5,-60549.5,-0.91,2,Budget,Fair Value,BUY
BLR-29746,Devanahalli,13.120998,77.725645,Salarpuria Sattva,Apartment,Semi-furnished,Resale,2844,3,2,0,0,9,10,19,15,6.03,6.32,4.12,21.85,4.3,7,10,13126170,70,50,18.03,0.1932,2020-12-08,4615.39,2020,12,6.82,0.75,3,Hot,9.661,2.85,24.32,1,0.458,1.144,3,7,0,1,2,2,13251510.0,-125340.0,-0.95,2,Budget,Fair Value,STRONG BUY
BLR-29748,Devanahalli,13.125027,77.699859,Assetz Property Group,Apartment,Semi-furnished,New Launch,1555,2,2,1,0,18,20,21,19,7.31,4.73,9.78,20.52,4.0,7,9,8746708,54,35,17.22,0.1558,2024-06-14,5624.89,2024,6,6.4,0.95,4,Hot,10.59,2.17,19.33,1,0.481,0.762,3,0,0,1,0,2,10126907.0,-1380199.0,-13.63,2,Budget,Underpriced,STRONG BUY
BLR-29792,Devanahalli,13.102228,77.719902,Lodha Group,Builder Floor,Semi-furnished,New Launch,1962,3,2,1,1,8,22,13,19,11.64,6.81,2.85,19.88,2.4,10,5,11749978,56,53,16.01,0.2003,2021-07-18,5988.78,2021,7,5.46,0.95,3,Hot,10.976,1.88,24.42,1,0.555,1.024,3,3,1,1,0,2,11304454.0,445524.0,3.94,2,Budget,Fair Value,STRONG BUY
BLR-29801,Devanahalli,13.106264,77.715643,Brigade Group,Plot,Semi-furnished,Ready to Move,1144,0,0,0,2,0,0,4,3,6.08,5.63,5.8,19.9,4.6,9,5,4841054,59,29,15.39,0.1532,2024-10-24,4231.69,2024,10,6.04,0.15,1,Hot,9.389,3.06,19.14,1,0.306,0.422,3,1,3,1,1,2,4747912.0,93142.0,1.96,2,Budget,Fair Value,STRONG BUY
BLR-29807,Devanahalli,13.106957,77.699617,Shriram Properties,Builder Floor,Fully-furnished,Ready to Move,2501,3,2,2,1,7,9,2,15,9.2,2.26,7.04,18.87,3.5,7,7,16853730,92,70,20.32,0.1757,2020-05-02,6738.8,2020,5,5.6,0.75,0,Hot,9.798,2.75,24.27,2,0.688,1.469,3,8,1,0,1,2,17015884.0,-162154.0,-0.95,2,Budget,Fair Value,STRONG BUY
BLR-29832,Devanahalli,13.11543,77.718542,Salarpuria Sattva,Apartment,Semi-furnished,New Launch,1825,4,3,2,0,18,21,25,15,11.45,3.96,9.31,20.88,2.3,7,5,11031119,84,64,19.31,0.1565,2024-06-22,6044.45,2024,6,4.52,0.75,4,Hot,11.881,1.21,21.77,1,0.497,0.962,3,7,0,1,0,2,10817363.0,213756.0,1.98,2,Budget,Fair Value,STRONG BUY
BLR-29833,Devanahalli,13.123155,77.722742,Godrej Properties,Apartment,Semi-furnished,Ready to Move,2711,4,4,2,0,2,5,0,5,10.35,6.24,7.11,21.83,2.6,10,9,19290041,45,40,20.72,0.181,2020-05-20,7115.47,2020,5,6.74,0.25,0,Hot,11.75,1.31,21.55,1,0.425,1.681,3,2,0,1,1,2,19249970.0,40071.0,0.21,2,Budget,Fair Value,STRONG BUY
BLR-29841,Devanahalli,13.108425,77.699546,Salarpuria Sattva,Apartment,Unfurnished,Resale,1656,2,1,2,1,3,4,17,12,11.72,5.39,8.71,18.99,2.5,10,9,8162400,51,62,17.85,0.1721,2024-06-16,4928.99,2024,6,6.7,0.6,3,Hot,11.67,1.37,21.62,0,0.399,0.711,3,7,0,2,2,2,8711290.0,-548890.0,-6.3,2,Budget,Fair Value,STRONG BUY
BLR-29888,Devanahalli,13.122753,77.702309,Mantri Developers,Apartment,Unfurnished,New Launch,1323,3,2,0,1,1,10,20,14,7.58,1.61,1.8,20.46,3.9,7,6,7181004,52,75,16.47,0.2094,2024-07-31,5427.82,2024,7,5.46,0.7,3,Hot,8.45,3.75,25.79,0,0.304,0.626,3,4,0,2,0,2,7450715.5,-269711.5,-3.62,2,Budget,Fair Value,STRONG BUY
BLR-29919,Devanahalli,13.120651,77.711188,Sobha Ltd,Apartment,Semi-furnished,Ready to Move,1961,2,2,0,0,8,15,5,10,5.11,0.39,9.22,20.84,4.8,8,4,12251264,67,25,21.58,0.2019,2022-03-31,6247.46,2022,3,5.52,0.5,1,Hot,8.92,3.4,24.29,1,0.343,1.068,3,9,0,1,1,2,12504081.0,-252817.0,-2.02,2,Budget,Fair Value,STRONG BUY
BLR-29924,Devanahalli,13.108773,77.726454,Assetz Property Group,Apartment,Semi-furnished,Ready to Move,2240,3,3,0,0,11,19,22,9,12.87,0.9,0.72,20.9,1.7,6,6,10900703,54,85,21.02,0.1555,2023-09-23,4866.39,2023,9,4.28,0.45,4,Hot,10.054,2.56,20.8,1,0.347,0.95,3,0,0,1,1,2,11061800.0,-161097.0,-1.46,2,Budget,Fair Value,STRONG BUY
BLR-29942,Devanahalli,13.110707,77.724794,Shriram Properties,Apartment,Semi-furnished,Resale,562,2,1,2,1,5,12,22,5,9.22,5.47,8.47,20.93,3.2,7,8,3810217,55,32,15.19,0.1551,2024-07-12,6779.75,2024,7,5.78,0.25,4,Hot,11.247,1.68,19.22,1,0.346,0.332,3,8,0,1,2,2,3748730.2,61486.799999999814,1.64,2,Budget,Fair Value,STRONG BUY
BLR-29967,Devanahalli,13.098418,77.711014,Sobha Ltd,Builder Floor,Fully-furnished,Resale,836,3,3,2,1,4,4,19,4,11.57,0.22,1.25,18.92,2.5,5,7,6275087,67,55,19.21,0.1637,2023-01-02,7506.08,2023,1,4.6,0.2,3,Hot,9.074,3.29,21.37,2,0.45,0.547,3,9,1,0,2,2,6068167.5,206919.5,3.41,2,Budget,Fair Value,STRONG BUY
BLR-29980,Devanahalli,13.10647,77.700265,Prestige Group,Apartment,Semi-furnished,Resale,1071,1,1,2,1,13,23,18,4,6.73,5.73,1.87,18.87,4.5,5,5,5806657,64,69,20.04,0.1504,2021-01-11,5421.72,2021,1,4.8,0.2,3,Hot,8.593,3.64,20.31,1,0.364,0.506,3,5,0,1,2,2,5946655.0,-139998.0,-2.35,2,Budget,Fair Value,STRONG BUY
BLR-10095,Electronic City,12.853365,77.657361,Salarpuria Sattva,Apartment,Unfurnished,New Launch,2939,5,4,0,1,9,23,15,15,2.67,4.77,3.99,14.8,6.7,6,9,17748926,78,44,13.88,0.1644,2021-10-10,6039.1,2021,10,7.18,0.75,3,Hot,6.386,5.28,21.66,0,0.414,1.287,4,7,0,2,0,2,18611160.0,-862234.0,-4.63,3,Premium,Fair Value,STRONG BUY
BLR-10121,Electronic City,12.843758,77.6624,Lodha Group,Plot,Unfurnished,New Launch,1157,0,0,0,1,0,0,4,15,2.09,2.99,7.77,16.0,6.8,5,4,6677326,35,52,16.8,0.1702,2021-11-02,5771.24,2021,11,5.42,0.75,1,Hot,6.884,4.91,20.33,0,0.307,0.484,4,3,3,2,0,2,6340167.0,337159.0,5.32,2,Budget,Fair Value,BUY
BLR-10123,Electronic City,12.847417,77.673151,Lodha Group,Villa,Unfurnished,Ready to Move,2860,3,2,1,2,1,4,25,5,1.38,3.8,1.93,16.22,7.0,8,7,20026687,52,70,16.78,0.1329,2021-01-18,7002.34,2021,1,7.3,0.25,4,Warm,5.684,5.8,17.99,0,0.384,1.452,4,3,4,2,1,3,20561960.0,-535273.0,-2.6,2,Budget,Fair Value,BUY
BLR-10135,Electronic City,12.855899,77.664091,Lodha Group,Plot,Unfurnished,New Launch,2383,0,0,0,1,0,0,20,4,1.78,4.54,5.65,14.91,7.1,5,10,9645354,83,39,16.11,0.1449,2020-10-30,4047.57,2020,10,7.34,0.2,3,Hot,6.389,5.27,19.81,0,0.243,0.699,4,3,3,2,0,2,9096622.0,548732.0,6.03,3,Premium,Fair Value,STRONG BUY
BLR-10138,Electronic City,12.836173,77.659551,Prestige Group,Apartment,Fully-furnished,Resale,2575,5,5,2,0,1,21,6,9,1.3,0.59,3.8,16.62,7.0,8,8,22314783,33,55,18.46,0.1423,2023-05-01,8665.94,2023,5,7.6,0.45,2,Hot,5.488,5.94,17.53,2,0.567,1.618,4,5,0,0,2,2,22025568.0,289215.0,1.31,2,Budget,Fair Value,BUY
BLR-10160,Electronic City,12.834811,77.658179,Godrej Properties,Apartment,Unfurnished,Resale,1211,3,3,1,1,4,4,17,2,3.98,5.74,1.8,16.7,5.9,5,10,8530935,68,87,16.31,0.1674,2023-01-31,7044.54,2023,1,6.86,0.1,3,Hot,7.076,4.77,22.75,0,0.198,0.619,4,2,0,2,2,2,8372405.5,158529.5,1.89,2,Budget,Fair Value,STRONG BUY
BLR-10188,Electronic City,12.856127,77.662516,Brigade Group,Apartment,Semi-furnished,Resale,1136,1,1,1,1,4,10,14,2,1.32,2.98,9.18,14.8,7.3,9,6,8434812,52,83,12.95,0.1579,2023-07-26,7425.01,2023,7,7.42,0.1,3,Hot,6.594,5.12,20.88,1,0.293,0.612,4,1,0,1,2,2,8460102.0,-25290.0,-0.3,0,Mid-range,Fair Value,BUY
BLR-10191,Electronic City,12.851656,77.670313,Shriram Properties,Apartment,Unfurnished,Resale,1686,2,1,2,1,9,17,6,2,2.67,1.0,2.91,15.66,6.6,6,4,10391600,73,78,15.46,0.1387,2024-06-25,6163.46,2024,6,5.64,0.1,2,Warm,5.632,5.83,19.86,0,0.276,0.753,4,8,0,2,2,3,10759930.0,-368330.0,-3.42,2,Budget,Fair Value,BUY
BLR-10214,Electronic City,12.856265,77.653866,Brigade Group,Apartment,Semi-furnished,Resale,2340,4,4,2,0,13,25,12,12,6.09,5.34,1.76,14.34,5.4,10,4,17553033,87,61,14.17,0.1576,2020-08-28,7501.3,2020,8,6.36,0.6,3,Hot,7.136,4.72,21.94,1,0.49,1.273,4,1,0,1,2,2,17077268.0,475765.0,2.79,2,Budget,Fair Value,STRONG BUY
BLR-10226,Electronic City,12.859606,77.665516,Sobha Ltd,Builder Floor,Unfurnished,New Launch,2682,5,4,2,0,8,16,17,12,2.87,5.61,4.48,14.63,6.7,7,8,17482613,39,87,13.21,0.1269,2023-05-05,6518.5,2023,5,7.18,0.6,3,Warm,6.68,5.06,17.25,0,0.411,1.268,4,9,1,2,0,3,17163064.0,319549.0,1.86,0,Mid-range,Fair Value,HOLD
BLR-10232,Electronic City,12.838876,77.64956,Assetz Property Group,Villa,Semi-furnished,Ready to Move,4008,5,3,3,1,1,3,15,12,4.79,7.69,8.04,15.92,5.7,9,9,32420451,63,32,17.5,0.1578,2023-03-30,8088.93,2023,3,7.68,0.6,3,Hot,8.802,3.49,19.89,1,0.69,2.351,4,0,4,1,1,2,31825460.0,594991.0,1.87,1,Emerging High-Growth,Fair Value,STRONG BUY
BLR-10238,Electronic City,12.853261,77.655052,Puravankara,Apartment,Semi-furnished,New Launch,755,2,1,1,1,3,4,5,14,2.61,4.04,1.7,14.7,6.8,10,4,8610456,43,29,17.01,0.1244,2023-03-16,11404.58,2023,3,6.92,0.7,1,Warm,5.736,5.76,15.46,1,0.42,0.624,4,6,0,1,0,3,8006328.0,604128.0,7.55,2,Budget,Fair Value,BUY
BLR-10250,Electronic City,12.849202,77.674311,Salarpuria Sattva,Apartment,Fully-furnished,Ready to Move,1748,3,2,2,1,1,21,14,7,8.11,3.09,4.8,16.12,4.3,5,7,14033138,34,62,14.33,0.1456,2021-07-06,8028.11,2021,7,5.32,0.35,3,Hot,8.446,3.75,18.12,2,0.542,1.017,4,7,0,0,1,2,13703186.0,329952.0,2.41,2,Budget,Fair Value,BUY
BLR-10253,Electronic City,12.830881,77.660996,Brigade Group,Apartment,Unfurnished,Resale,2375,2,2,1,0,5,8,3,17,2.35,1.79,9.54,17.22,6.5,10,8,20329251,83,81,15.32,0.1643,2020-02-13,8559.68,2020,2,8.0,0.85,1,Hot,7.393,4.53,23.01,0,0.405,1.474,4,1,0,2,2,2,18599050.0,1730201.0,9.3,3,Premium,Fair Value,STRONG BUY
BLR-10274,Electronic City,12.854236,77.662758,Sobha Ltd,Builder Floor,Unfurnished,Ready to Move,2694,3,2,1,1,3,4,25,20,1.85,2.83,0.95,15.0,7.0,6,6,19251377,68,89,16.56,0.1682,2022-06-05,7146.02,2022,6,6.4,1.0,4,Hot,5.154,6.19,22.89,0,0.512,1.396,4,9,1,2,1,2,19094742.0,156635.0,0.82,2,Budget,Fair Value,STRONG BUY
BLR-10305,Electronic City,12.834082,77.669636,Salarpuria Sattva,Apartment,Semi-furnished,Ready to Move,2655,5,4,1,1,16,21,14,7,2.3,1.19,7.2,17.32,6.5,9,4,19846342,34,45,15.19,0.1766,2022-01-26,7475.08,2022,1,6.5,0.35,3,Hot,6.813,4.96,20.71,1,0.447,1.439,4,7,0,1,1,2,19888042.0,-41700.0,-0.21,2,Budget,Fair Value,BUY
BLR-10307,Electronic City,12.843672,77.67449,Brigade Group,Builder Floor,Fully-furnished,Ready to Move,2210,5,4,2,1,11,17,15,6,5.54,3.8,4.66,16.65,5.3,7,4,17645275,82,74,16.65,0.134,2022-03-20,7984.29,2022,3,5.42,0.3,3,Warm,7.794,4.24,19.72,2,0.558,1.279,4,1,1,0,1,3,17618664.0,26611.0,0.15,2,Budget,Fair Value,STRONG BUY
BLR-10312,Electronic City,12.848822,77.668092,Shriram Properties,Builder Floor,Fully-furnished,Ready to Move,2549,3,3,1,0,6,20,17,16,1.38,6.54,9.62,15.81,7.1,6,4,16245340,64,57,18.45,0.1704,2022-02-17,6373.22,2022,2,5.84,0.8,3,Hot,7.668,4.33,21.95,2,0.603,1.178,4,8,1,0,1,2,16396660.0,-151320.0,-0.92,2,Budget,Fair Value,STRONG BUY
BLR-10332,Electronic City,12.855991,77.660826,Sobha Ltd,Plot,Unfurnished,Ready to Move,2180,0,0,0,2,0,0,6,16,1.52,4.24,1.97,14.72,7.2,6,4,11598898,38,74,14.93,0.1773,2024-11-07,5320.6,2024,11,5.88,0.8,2,Hot,5.454,5.97,21.85,0,0.431,0.841,4,9,3,2,1,2,13208797.0,-1609899.0,-12.19,2,Budget,Underpriced,BUY
BLR-10334,Electronic City,12.833066,77.669459,Salarpuria Sattva,Apartment,Unfurnished,New Launch,2369,4,3,1,1,6,22,7,16,4.46,5.34,7.08,17.41,5.6,5,5,18145915,98,62,13.11,0.16,2020-05-16,7659.74,2020,5,5.24,0.8,2,Hot,8.398,3.79,22.76,0,0.442,1.316,4,7,0,2,0,2,16379763.0,1766152.0,10.78,2,Budget,Overpriced,STRONG BUY
BLR-10341,Electronic City,12.849508,77.671315,Assetz Property Group,Apartment,Unfurnished,Ready to Move,2034,5,4,0,0,4,7,20,16,7.65,2.76,3.0,15.92,4.6,9,10,14448859,66,28,16.54,0.1337,2024-02-09,7103.67,2024,2,7.54,0.8,3,Warm,7.81,4.22,17.51,0,0.322,1.048,4,0,0,2,1,3,14110251.0,338608.0,2.4,2,Budget,Fair Value,BUY
